Issue,Volume,title,authors,views,citations,Year
417,87,Hierarchical Spline Models for Conditional Quantiles and the Demand for Electricity,Wallace Hendricks & Roger Koenker,57,67,1992
417,87,Frequency Domain Estimation of the Parameters of Human Brain Electrical Dipoles,"Jonathan Raz, Bruce Turetsky & George Fein",16,10,1992
417,87,Exact Tests for in Situ Hybridization Experiments,Keith A. Soper & Philip Troilo,14,0,1992
417,87,Nonparametric Estimation of Specific Occurrence/Exposure Rate in Risk and Survival Analysis,"Gutti Jogesh Babu, C. Radhakrishna Rao & M. Bhaskara Rao",15,9,1992
417,87,Variable Selection in Nonparametric Regression with Categorical Covariates,"Peter Bickel, Ping Zhang & Ping Zhang",23,3,1992
417,87,Poisson Overdispersion Estimates Based on the Method of Asymmetric Maximum Likelihood,Bradley Efron,29,14,1992
417,87,Nonparametric Estimation of Nonstationary Spatial Covariance Structure,Paul D. Sampson & Peter Guttorp,130,166,1992
417,87,An Algorithm for Computing the Nonparametric MLE of a Mixing Distribution,Mary L. Lesperance & John D. Kalbfleisch,29,24,1992
417,87,On Certain Bivariate Sign Tests and Medians,"B. M. Brown, T. P. Hettmansperger, J. Nyblom & H. Oja",19,7,1992
417,87,Sequential Rank Tests with Repeated Measurements in Clinical Trials,Jae Won Lee & David L. Demets,20,10,1992
417,87,Leverage and Breakdown in L 1 Regression,Steven P. Ellis & Stephan Morgenthaler,23,5,1992
417,87,Dictionaries of Paradoxes for Statistical Tests on k Samples,Deanna B. Haunsperger,13,1,1992
417,87,Robust Wald-Type Tests of One-Sided Hypotheses in the Linear Model,Mervyn J. Silvapulle,19,15,1992
417,87,A Step-Up Multiple Test Procedure,Charles W. Dunnett & Ajit C. Tamhane,43,83,1992
417,87,A Test for Extreme Value Domain of Attraction,A. M. Hasofer & Z. Wang,22,13,1992
417,87,Generalized Collinearity Diagnostics,John Fox & Georges Monette,150,168,1992
417,87,General Classes of Influence Measures for Multivariate Regression,Bruce E. Barrett & Robert F. Ling,21,23,1992
417,87,Exact and Optimum Tests in Unbalanced Split-Plot Designs under Mixed and Random Models,Thomas Mathew & Bimal Kumar Sinha,19,6,1992
417,87,Nonlinear Regression with Variance Components,Marcia L. Gumpertz & Sastry G. Pantula,26,5,1992
417,87,Estimating the Number of Classes via Sample Coverage,Anne Chao & Shen-Ming Lee,85,303,1992
417,87,Bandwidth Choice for Average Derivative Estimation,"W. Härdle, J. Hart, J. S. Marron & A B. Tsybakov",38,7,1992
417,87,Regression Smoothing Parameters that are not Far from their Optimum,"W. Härdle, P. Hall & J. S. Marron",22,11,1992
417,87,A Generalized Moments Specification Test of the Proportional Hazards Model,Joel L. Horowitz & George R. Neumann,16,8,1992
417,87,Min and Max Scorings for Two-Sample Ordinal Data,"George Kimeldorf, Allan R. Sampson & Lyn R. Whitaker",22,0,1992
417,87,Book Reviews,NA,14,0,1992
417,87,Publications Received,NA,11,0,1992
417,87,Corrections,NA,10,0,1992
417,87,An Extension to Wittkowski,Knut M. Wittkowski,10,6,1992
417,87,Editorial Board Page,NA,13,0,1992
416,86,Total Error in PES Estimates of Population,Mary H. Mulry & Bruce D. Spencer,19,13,1991
416,86,Comment,Eugene P. Ericksen & Joseph B. Kadane,12,1,1991
416,86,Comment,Kenneth W. Wachter & Terence P. Speed,14,3,1991
416,86,Rejoinder,Mary H. Mulry & Bruce D. Spencer,15,0,1991
416,86,Nonlinear Modeling of Time Series Using Multivariate Adaptive Regression Splines (MARS),P. A. W. Lewis & J. G. Stevens,72,44,1991
416,86,A “True” Time Series and its Indicators: An Alternative Approach,Cheryl L. Edwards & E. Philip Howrey,23,1,1991
416,86,An Examination of the Time Series Properties of Beta in the Market Model,Wei-Chien Chang & Donald E. Weiss,18,2,1991
416,86,Nonlinear Modeling of Serial Immunologic Data: A Case Study,Daniel F. Heitjan,17,6,1991
416,86,Using EM to Obtain Asymptotic Variance-Covariance Matrices: The SEM Algorithm,Xiao-Li Meng & Donald B. Rubin,103,143,1991
416,86,Referendum Contingent Valuation Estimates: Sensitivity to the Assignment of Offered Values,Trudy Ann Cameron & Daniel D. Huppert,21,26,1991
416,86,Problems in Extrapolation Illustrated with Space Shuttle O-Ring Data,Michael Lavine,38,4,1991
416,86,Comment,Siddhartha R. Dalal & Bruce Hoadley,13,0,1991
416,86,A Focus on Bayesian Methods: Special Section,Edward J. Wegman,19,0,1991
416,86,What Bayesians Expect of Each Other,M. J. Bayarri & M. H. Degroot,22,1,1991
416,86,"On the Evidence Needed to Reach Agreed Action between Adversaries, with Application to Acceptance Sampling",Dennis V. Lindley & Nozer D. Singpurwalla,20,7,1991
416,86,Likelihood and Bayesian Prediction of Chaotic Systems,L. Mark Berliner,27,17,1991
416,86,"Bayesian Prediction of Deterministic Functions, with Applications to the Design and Analysis of Computer Experiments","Carla Currin, Toby Mitchell, Max Morris & Don Ylvisaker",112,183,1991
416,86,Bayesian Inference with Specified Prior Marginals,"Michael Lavine, Larry Wasserman & Robert L. Wolpert",26,0,1991
416,86,A Noninformative Bayesian Approach to Interval Estimation in Finite Population Sampling,Glen Meeden & Stephen Vardeman,20,3,1991
416,86,On Bayesian Analysis of Generalized Linear Models Using Jeffreys's Prior,Joseph G. Ibrahim & Purushottam W. Laud,63,39,1991
416,86,Data Base Error Trapping and Prediction,Mike West & Robert L. Winkler,17,1,1991
416,86,A Comparison of the Maximum Likelihood Estimator and the Posterior Mean in the Single-Parameter Case,Thomas A. Severini,17,2,1991
416,86,A James-Stein Type Estimator for Combining Unbiased and Possibly Biased Estimators,Edwin J. Green & William E. Strawderman,36,9,1991
416,86,Empirical Bayes Analysis for Systems of Mixed Models with Linked Autocorrelated Random Effects,John Bryant & Roger Day,17,0,1991
416,86,An Expected Utility Approach to Influence Diagnostics,Bradley P. Carlin & Bradley P. Carlin,26,13,1991
416,86,Bayes and Minimax Sample-Admissible Multivariate Selection Procedures,Marc J. Sobel,16,0,1991
416,86,Bootstrapping State-Space Models: Gaussian Maximum Likelihood Estimation and the Kalman Filter,David S. Stoffer & Kent D. Wall,50,41,1991
416,86,A Signal Extraction Approach to the Estimation of Treatment and Control Curves,Robert Kohn & Craig F. Ansley,20,3,1991
416,86,The Performance of Cross-Validation and Maximum Likelihood Estimators of Spline Smoothing Parameters,"Robert Kohn, Craig F. Ansley & David Tharm",23,12,1991
416,86,Compromise Maximum Likelihood Estimators for Location,George S. Easton,20,0,1991
416,86,Large-Sample Significance Levels from Multiply Imputed Data Using Moment-Based Statistics and an F Reference Distribution,"K. H. Li, T. E. Raghunathan & D. B. Rubin",44,0,1991
416,86,Allocation of Effort in Monte Carlo Simulation for Power of Permutation Tests,Neal L. Oden,23,8,1991
416,86,Tests of Distributional Hypotheses with Nuisance Parameters Using Fourier Series Methods,Bryan Langholz & Richard A. Kronmal,15,1,1991
416,86,"Measures, Models, and Graphical Displays in the Analysis of Cross-Classified Data",Leo A. Goodman,48,64,1991
416,86,Comment,E. B. Andersen,12,0,1991
416,86,Comment,J. P. Benzécri,15,1,1991
416,86,Comment,"Alain Baccini, Henri Caussinus & Antoine de Falguerolles",15,0,1991
416,86,Comment,Clifford C. Clogg & C. R. Rao,13,1,1991
416,86,Comment,D. R. Cox,12,0,1991
416,86,Comment,Shelby J. Haberman,14,2,1991
416,86,Rejoinder,Leo A. Goodman,14,0,1991
416,86,Book Reviews,NA,17,0,1991
416,86,Publications Received,NA,12,0,1991
416,86,Comment on Faraway and Jhun,M. C. Jones,12,0,1991
416,86,Extension of Wolter and Causey's Evaluation of Procedures,Beverley D. Causey & Kirk M. Wolter,12,0,1991
416,86,Editorial Board Page,NA,12,0,1991
415,86,"Some Bayesian and Non-Bayesian Procedures for the Analysis of Comparative Experiments and for Small-Area Estimation: Computational Aspects, Frequentist Properties, and Relationships",Frederick L. Hulting & David A. Harville,22,0,1991
415,86,Modeling the Progression of HIV Infection,"Victor Degruttola, Nicholas Lange & Urania Dafni",36,24,1991
415,86,Estimating Second-Order Parameters of Volcanicity from Historical Data,Peter Guttorp & Mary Lou Thompson,20,9,1991
415,86,The Draft Lottery and Voluntary Enlistment in the Vietnam Era,Joshua D. Angrist,113,16,1991
415,86,State-Space Analysis of Wildlife Telemetry Data,Richard Anderson-Sprecher & Johannes Ledolter,19,7,1991
415,86,Forecasting Output with the Composite Leading Index: A Real-Time Analysis,Francis X. Diebold & Glenn D. Rudebusch,27,64,1991
415,86,Adjustment of Provisional Mortality Series: The Dynamic Linear Model with Structured Measurement Errors,Robert H. Shumway & Myron J. Katzoff,13,1,1991
415,86,Analysis of Variance for Replicated Spatial Point Patterns in Clinical Neuroanatomy,"Peter J. Diggle, Nicholas Lange & Francine M. Beneš",27,32,1991
415,86,On the Threshold Method for Rainfall Estimation: Choosing the Optimal Threshold Level,Benjamin Kedem & Harry Pavlopoulos,19,12,1991
415,86,Discretized Laplacian Smoothing by Fourier Methods,Finbarr O'sullivan,22,12,1991
415,86,A Flexible and Fast Method for Automatic Smoothing,"Theo Gasser, Alois Kneip & Walter Köhler",36,74,1991
415,86,Choosing a Range for the Amount of Smoothing in Nonparametric Regression,Douglas Nychka,18,11,1991
415,86,A Geometrical Method for Removing Edge Effects from Kernel-Type Nonparametric Regression Estimators,Peter Hall & Thomas E. Wehrly,30,32,1991
415,86,Computing Kernel-Smoothed Conditional Quantiles from Many Observations,"Lonnie Magee, John B. Burbidge & A. Leslie Robb",18,8,1991
415,86,Graphical Methods for Censored Data,R. Gentleman & J. Crowley,35,16,1991
415,86,Diagnostics for Assessing Regression Models,Joan G. Staniswalis & Thomas A. Severini,18,14,1991
415,86,Influence Diagnostics for the Cross-Validated Smoothing Parameter in Spline Smoothing,William Thomas,20,7,1991
415,86,The Breakdown Point of Simultaneous General M Estimates of Regression and Scale,Ricardo A. Maronna & Victor J. Yohai,25,2,1991
415,86,M Estimators of Location for Gaussian and Related Processes With Slowly Decaying Serial Correlations,Jan Beran,16,3,1991
415,86,Influence Functions of Iteratively Reweighted Least Squares Estimators,Michael B. Dollinger & Robert G. Staudte,30,8,1991
415,86,Constrained Maximum Likelihood Exemplified by Isotonic Convex Logistic Regression,Charles J. Geyer,36,24,1991
415,86,Goodness-of-Fit Analysis for the Cox Regression Model Based on a Class of Parameter Estimators,D. Y. Lin,36,29,1991
415,86,Efficient Calculation of the Permutation Distribution of Trimmed Means,Cathie Spino & Marcello Pagano,23,5,1991
415,86,Excess Mass Estimates and Tests for Multimodality,D. W. Müller & G. Sawitzki,48,15,1991
415,86,A Test for a Specific Principal Component of a Correlation Matrix,James R. Schott,20,6,1991
415,86,Small-Sample Characterizations of near Replicate Lack-of-Fit Tests,Ronald Christensen,18,7,1991
415,86,Sequential Comparison of Changes with Repeated Measurements Data,Jae Won Lee & David L. Demets,20,0,1991
415,86,Dynamic Linear Models with Switching,R. H. Shumway & D. S. Stoffer,48,59,1991
415,86,Inference for Events with Dependent Risks in Multiple Endpoint Studies,Margaret Sullivan Pepe,65,66,1991
415,86,On the Efficiency of Raking Ratio Estimation for Multiple Frame Surveys,C. J. Skinner,25,16,1991
415,86,"Slowly Decaying Correlations, Testing Normality, Nuisance Parameters",Jan Beran & Sucharita Ghosh,12,9,1991
415,86,Intrablock Analysis of Designs with Multiple Blocking Criteria,Ralph A. Bradley & Frances P. Stewart,13,1,1991
415,86,Interpreting Blocks and Random Factors,"Myra L. Samuels, George Casella & George P. McCabe",24,6,1991
415,86,Comment,T. P. Speed,13,0,1991
415,86,Comment,R. R. Hocking,12,0,1991
415,86,Comment,David A. Harville,13,1,1991
415,86,Comment,Ronald H. Bremer,13,0,1991
415,86,Rejoinder,"Myra L. Samuels, George Casella & George P. McCabe",13,0,1991
415,86,Book Reviews,NA,15,0,1991
415,86,Publications Received,NA,10,0,1991
415,86,Corrections,NA,12,0,1991
415,86,Editorial Board Page,NA,12,0,1991
414,86,Editors' Report for 1990,"Clifford C. Clogg, Raymond J. Carroll, Edward J. Wegman & Donald Guthrie",11,0,1991
414,86,Statistical Inference: Likelihood to Significance,D. A. S. Fraser,36,21,1991
414,86,"Nondetects, Detection Limits, and the Probability of Detection","Diane Lambert, Bruce Peterson & Irma Terpenning",37,25,1991
414,86,Evaluation of Procedures for Improving Population Estimates for Small Areas,Kirk M. Wolter & Beverley D. Causey,20,6,1991
414,86,Using Medical Malpractice Data to Predict the Frequency of Claims: A Study of Poisson Process Models with Random Effects,Bruce Cooil,24,7,1991
414,86,Hierarchical Models for the Probabilities of a Survey Classification and Nonresponse: An Example from the National Crime Survey,Elizabeth A. Stasny,24,9,1991
414,86,Shrinkage Estimation of Price and Promotional Elasticities: Seemingly Unrelated Equations,Robert C. Blattberg & Edward I. George,36,35,1991
414,86,Sliced Inverse Regression for Dimension Reduction,Ker-Chau Li,296,450,1991
414,86,Comment,R. Dennis Cook & Sanford Weisberg,66,48,1991
414,86,Comment,W. Härdle & A. B. Tsybakov,24,5,1991
414,86,Comment,David R. Brillinger,25,8,1991
414,86,Comment,John T. Kent,24,2,1991
414,86,Rejoinder,Ker-Chau Li,25,1,1991
414,86,Transformations in Density Estimation,"M. P. Wand, J. S. Marron & D. Ruppert",59,79,1991
414,86,Comment,Mats Rudemo,13,0,1991
414,86,Comment,A. C. Atkinson,13,0,1991
414,86,Comment,Naihua Duan,15,0,1991
414,86,Comment,Hans-Georg Müller & Hong Zhou,14,0,1991
414,86,Comment,David W. Scott,13,0,1991
414,86,Rejoinder,"M. P. Wand, J. S. Marron & D. Ruppert",16,0,1991
414,86,On the Problem of Interactions in the Analysis of Variance,Václav Fabian,16,8,1991
414,86,Comment,Juliet Popper Shaffer,13,0,1991
414,86,Comment,Daniel Q. Naiman,12,0,1991
414,86,Comment,George Casella & Jiunn Tzon Hwang,12,1,1991
414,86,Rejoinder,Václav Fabian,12,0,1991
414,86,Structural Image Restoration through Deformable Templates,"Yali Amit, Ulf Grenander & Mauro Piccioni",34,130,1991
414,86,Least Squares Estimation of Covariance Matrices in Balanced Multivariate Variance Components Models,James A. Calvin & Richard L. Dykstra,18,9,1991
414,86,Sensitivity in Bayesian Statistics: The Prior and the Likelihood,Michael Lavine,34,34,1991
414,86,An Approach to Robust Bayesian Analysis for Multidimensional Parameter Spaces,Michael Lavine,18,12,1991
414,86,Fast Computation of Exact Confidence Limits for the Common Odds Ratio in a Series of 2 × 2 Tables,"Stein E. Vollset, Karim F. Hirji & Robert M. Elashoff",22,9,1991
414,86,A Unified Approach to Rank Tests for Multivariate and Repeated Measures Designs,G. L. Thompson,28,39,1991
414,86,A Lack-of-Fit Test for the Mean Function in a Generalized Linear Model,John Q. Su & L. J. Wei,49,28,1991
414,86,Smooth Goodness-of-Fit Tests: A Quantile Function Approach,V. N. Lariccia,22,15,1991
414,86,Optimal Sample Allocation for Normal Discrimination and Logistic Regression under Stratified Sampling,Tzu-Cheg Kao & George P. McCabe,23,1,1991
414,86,A Large Deviation-Type Approximation for the “Box Class” of Likelihood Ratio Criteria,Jens Ledet Jensen,15,4,1991
414,86,An Unbiased Estimator of the Covariance Matrix of the Mixed Regression Estimator,D. E. A. Giles & V. K. Srivastava,22,4,1991
414,86,Estimating a Population Total Using an Area Frame,G. David Faulkenberry & Abderrazak Garoui,18,7,1991
414,86,An Approach to the Construction of Asymmetrical Orthogonal Arrays,J. C. Wang & C. F. J. Wu,23,28,1991
414,86,"Limitations of the Rank Transform Procedure: A Study of Repeated Measures Designs, Part I",Michael G. Akritas,29,29,1991
414,86,Walsh-Fourier Analysis and its Statistical Applications,David S. Stoffer,22,12,1991
414,86,Comment,K. G. Beauchamp,11,0,1991
414,86,Comment,David R. Brillinger,13,2,1991
414,86,Comment,Pedro A. Morettin,11,0,1991
414,86,Rejoinder,David S. Stoffer,11,0,1991
414,86,Social Statistics and Public Policy for the 1990s Special Section,Richard C. Rockwell,13,0,1991
414,86,Contextually Specific Effects and other Generalizations of the Hierarchical Linear Model for Comparative Analysis,George Y. Wong & William M. Mason,20,9,1991
414,86,Social Statistics and an American Urban Underclass: Improving the Knowledge Base for Social Policy in the 1990s,Robert W. Pearson,18,0,1991
414,86,National Surveys and the Health and Functioning of the Elderly: The Effects of Design and Content,Larry S. Corder & Kenneth G. Manton,15,5,1991
414,86,The Effects of Census Undercount Adjustment on Congressional Apportionment,Allen L. Schirm,13,5,1991
414,86,Book Reviews,NA,18,0,1991
414,86,Publications Received,NA,11,0,1991
414,86,Editorial Board Page,NA,11,0,1991
413,86,Through a Glass Less Darkly,Vincent P. Barabba,21,1,1991
413,86,Compliance as an Explanatory Variable in Clinical Trials,B. Efron & D. Feldman,49,81,1991
413,86,Comment: Dose-Response Estimands,Scott L. Zeger & Kung-Yee Liang,24,2,1991
413,86,Comment,Paul Meier,21,2,1991
413,86,Comment: Dose-Response Estimands,Donald B. Rubin,21,3,1991
413,86,Rejoinder,B. Efron & D. Feldman,18,2,1991
413,86,Some Statistical Problems in the Assessment of Inhomogeneities of DNA Sequence Data,Samuel Karlin & Catherine Macken,16,19,1991
413,86,Bayesian and Frequentist Predictive Inference for the Patterns of Care Studies,James A. Calvin & J. Sedransk,18,10,1991
413,86,"An Exploratory Analysis of the Occurrence of Explosive Volcanism in the Northern Hemisphere, 1851-1985",Andrew R. Solow,15,1,1991
413,86,"A Linear Spatial Correlation Model, with Applications to Positron Emission Tomography","K. J. Worsley, A. C. Evans, S. C. Strother & J. L. Tyler",20,19,1991
413,86,Multiple Imputation of Industry and Occupation Codes in Census Public-use Samples Using Bayesian Logistic Regression,"Clifford C. Clogg, Donald B. Rubin, Nathaniel Schenker, Bradley Schultz & Lynn Weidman",67,47,1991
413,86,Generalized Linear Models with Random Effects; a Gibbs Sampling Approach,Scott L Zeger & M. Rezaul Karim,262,230,1991
413,86,Models for Contingency Tables with Known Margins when Target and Sampled Populations Differ,Roderick J. A. Little & Mei-Miau Wu,29,22,1991
413,86,"Semiparametric Estimation in the Rasch Model and Related Exponential Response Models, Including a Simple Latent Class Model for Item Analysis","Bruce Lindsay, Clifford C. Clogg & John Grego",38,77,1991
413,86,A Nonparametric Method for Dealing with Mismeasured Covariate Data,Margaret Sullivan Pepe & Thomas R. Fleming,36,60,1991
413,86,Weighted Least Squares Estimation for Aalen's Additive Risk Model,Fred W. Huffer & Ian W. McKeague,33,48,1991
413,86,Nonparametric Estimation from Cross-Sectional Survival Data,Mei-Cheng Wang,54,108,1991
413,86,“Optimal” Estimation of Correlated Response Variance under Additive Models,"J. Kleffe, N. G. N. Prasad & J. N. K. Rao",15,0,1991
413,86,Testing Variance Components in Mixed Models with Generalized p Values,Samaradasa Weerahandi,28,13,1991
413,86,A Test of Homogeneity of Odds Ratios against Order Restrictions,Ning-Zhong Shi,22,10,1991
413,86,A General Method for Approximating Tail Probabilities,H. L. Gray & Suojin Wang,17,3,1991
413,86,Homogeneity of Subpopulations and Simpson's Paradox,Yashaswini Mittal,20,14,1991
413,86,On Weak Convergence of an Estimator of the Survival Function when New is Better than Used of a Specified Age,Myron N. Chang,12,0,1991
413,86,Some Alternatives to Wald's Confidence Interval and Test,Tsung-Hua Lin & David A. Harville,18,0,1991
413,86,"Use of Nonnull Models for Rank Statistics in Bivariate, Two-Sample, and Analysis of Variance Problems",Lyinn Chung & John I. Marden,16,6,1991
413,86,Robust M Estimation in the Two-Sample Problem,Michael G. Akritas,17,0,1991
413,86,Review Papers: Recent Developments in Nonparametric Density Estimation,Alan Julian Izenman,142,33,1991
413,86,"Review Papers: Modeling Capture, Recapture, and Removal Statistics for Estimation of Demographic Parameters for Fish and Wildlife Populations: Past, Present, and Future",Kenneth H. Pollock,87,21,1991
413,86,Book Reviews,NA,20,0,1991
413,86,Publications Received,NA,12,0,1991
413,86,Comment on Zeger and Brookmeyer,Marcel Dagenais,12,2,1991
413,86,Corrections,NA,11,0,1991
413,86,Editorial Board Page,NA,13,0,1991
412,85,Reporting Delays and the Incidence of AIDS,Jeffrey E. Harris,23,13,1990
412,85,A Statistical Analysis of Adverse Impact of Employer Decisions,Joseph B. Kadane,28,8,1990
412,85,The Use of Intentions Data to Predict Behavior: A Best-Case Analysis,Charles F. Manski,52,66,1990
412,85,Regression Splines in the Cox Model with Application to Covariate Effects in Liver Disease,Lynn A. Sleeper & David P. Harrington,52,40,1990
412,85,Lognormal and Moving Window Methods of Estimating Acid Deposition,Timothy C. Haas,46,61,1990
412,85,Predicting Rodent Carcinogenicity from Four in vitro Genetic Toxicity Assays: An Evaluation of 114 Chemicals Studied by the National Toxicology Program,"Joseph K. Haseman, Errol Zeiger, Michael D. Shelby, Barry H. Margolin & Raymond W. Tennant",20,11,1990
412,85,Illustration of Bayesian Inference in Normal Data Models Using Gibbs Sampling,"Alan E. Gelfand, Susan E. Hills, Amy Racine-Poon & Adrian F. M. Smith",174,262,1990
412,85,Sample Weighting Methods and Estimation of Totals in the Consumer Expenditure Survey,Kimberly D. Zieschang,38,11,1990
412,85,Estimating the Incubation Period of AIDS by Comparing Population Infection and Diagnosis Patterns,Peter Bacchetti,28,23,1990
412,85,Modeling American Marriage Patterns,David E. Bloom & Neil G. Bennett,27,4,1990
412,85,Regression Diagnostics for Rank-Based Methods,"Joseph W. McKean, Simon J. Sheather & Thomas P. Hettmansperger",20,0,1990
412,85,The Adjoint Projection Pursuit Regression,Naihua Duan,18,2,1990
412,85,Bootstrap Test for Difference between Means in Nonparametric Regression,Peter Hall & Jeffrey D. Hart,64,56,1990
412,85,Adaptive Cluster Sampling,Steven K. Thompson,108,94,1990
412,85,M Estimation of Multivariate Regressions,Roger Koenker & Stephen Portnoy,26,0,1990
412,85,Inference for Near-Integrated Time Series with Infinite Variance,Ngai Hang Chan,16,12,1990
412,85,Double Sampling for Exact Values in Some Multivariate Measurement Error Problems,John P. Buonaccorsi,22,7,1990
412,85,Comparing Classical and Resistant Outlier Rules,Rollin Brant,32,8,1990
412,85,Bias of Autoregressive Spectral Estimators,Robert A. Stine & Paul Shaman,18,0,1990
412,85,Needed Data Expenditure for an Ambiguous Decision Problem,Bruce D. Spencer & Lincoln E. Moses,16,2,1990
412,85,On Bootstrap Iteration for Coverage Correction in Confidence Intervals,Michael A. Martin,31,26,1990
412,85,Bootstrap Choice of Bandwidth for Density Estimation,Julian J. Faraway & Myoungshic Jhun,30,43,1990
412,85,Estimation following a Sequentially Designed Experiment,Edward W. Frees & David Ruppert,22,3,1990
412,85,A Distribution-Free Test for Symmetry Based on a Runs Statistic,Thomas P. McWilliams,36,38,1990
412,85,Allocation Proportional to Coefficients of Variation When Estimating the Product of Parameters,Connie Faye Page,14,4,1990
412,85,Nonparametric Analysis of Unbalanced Paired-Comparison or Ranked Data,D. M. Andrews & H. A. David,18,7,1990
412,85,A Lower Bound for the Risk in Estimating the Value of a Probability Density,Lawrence D. Brown & Roger H. Farrell,14,1,1990
412,85,Confidence Intervals from the Difference between Two Correlated Proportions,Christopher J. Lloyd,23,0,1990
412,85,Bayesian Inference in Models with Euclidean Structures,C. Villegas,16,2,1990
412,85,Book Reviews,NA,18,0,1990
412,85,Publications Received,NA,12,0,1990
412,85,Corrections,NA,13,0,1990
412,85,Editorial Board Page,NA,15,0,1990
411,85,Error Models for Official Mortality Forecasts,Juha M. Alho & Bruce D. Spencer,25,9,1990
411,85,Density Estimation with Confidence Sets Exemplified by Superclusters and Voids in the Galaxies,Kathryn Roeder,32,48,1990
411,85,Forecasting Technological Substitutions with Concurrent Short Time Series,Elaine M. Keramidas & Jack C. Lee,20,8,1990
411,85,Unmasking Multivariate Outliers and Leverage Points,Peter J. Rousseeuw & Bert C. van Zomeren,132,353,1990
411,85,Comment,R. Dennis Cook & Douglas M. Hawkins,24,14,1990
411,85,Comment,David Ruppert & Douglas G. Simpson,14,5,1990
411,85,Comment,Peter J. Kempthorne & Max B. Mendel,15,3,1990
411,85,Rejoinder,Peter J. Rousseeuw & Bert C. van Zomeren,17,3,1990
411,85,Approximate Quasi-likelihood Estimation in Models with Surrogate Predictors,Raymond J. Carroll & Leonard A. Stefanski,43,89,1990
411,85,Hyperdimensional Data Analysis Using Parallel Coordinates,Edward J. Wegman,95,220,1990
411,85,Fast Evaluation of the Distribution of the Durbin-Watson and other Invariant Test Statistics in Time Series Regression,"Thomas S. Shively, Craig F. Ansley & Robert Kohn",27,13,1990
411,85,On the Behavior of Randomization Tests without a Group Invariance Assumption,Joseph P. Romano,48,46,1990
411,85,Construction of Permutation Tests,William J. Welch,91,44,1990
411,85,A Monte Carlo Implementation of the EM Algorithm and the Poor Man's Data Augmentation Algorithms,Greg C. G. Wei & Martin A. Tanner,171,307,1990
411,85,A Frequency Domain Selection Criterion for Regression with Autocorrelated Errors,Clifford M. Hurvich & Scott L. Zeger,26,3,1990
411,85,Calibrating Prediction Regions,Rudolf Beran,30,25,1990
411,85,Forecast Error Symmetry in ARIMA Models,"Jonathan D. Cryer, John C. Nankervis & N. E. Savin",22,1,1990
411,85,Robust L Estimation of Scale with an Application in Astronomy,A. H. Welsh & H. L. Morrison,25,5,1990
411,85,Homogeneity Test with a Generalized Mantel-Haenszel Estimator for L2 × K Contingency Tables,Takashi Yanagawa & Yoshinori Fujii,20,1,1990
411,85,Kernel Smoothing of Data with Correlated Errors,N. S. Altman,64,52,1990
411,85,Density Estimation Using Exponentials of Orthogonal Series,M. Clutton-Brock,33,2,1990
411,85,Incomplete Data in Generalized Linear Models,Joseph G. Ibrahim,72,72,1990
411,85,Diagnostics for Assessing the Accuracy of Normal Approximations in Exponential Family Nonlinear Models,R. Dennis Cook & Chih-Ling Tsai,23,6,1990
411,85,A One-sided Studentized Range Test for lesting against a Simple Ordered Alternative,A. J. Hayter,24,25,1990
411,85,Assessing the Effects of Multiple Rows on the Condition Number of a Matrix,Ali S. Hadi & Martin T. Wells,23,3,1990
411,85,Confidence Intervals for Probabilities and Tolerance Regions Based on a Generalization of the Mann-Whitney Statistic,Robert W. Mee,32,14,1990
411,85,Adaptive Spline Smoothing in Non-Gaussian Regression Models,Chong Gu,41,12,1990
411,85,On the Power of Tests for Multiple Comparison of Three Normal Means,Joachim Kunert,21,1,1990
411,85,Estimation for Partially Nonstationary Multivariate Autoregressive Models,Sung K. Ahn & Gregory C. Reinsel,35,58,1990
411,85,An Ancillarity Paradox in the Estimation of Multinomial Probabilities,Kun He,25,1,1990
411,85,Posterior Computations for Censored Regression Data,Greg C. G. Wei & Martin A. Tanner,41,12,1990
411,85,State-Dependent Utilities,"Mark J. Schervish, Teddy Seidenfeld & Joseph B. Kadane",28,16,1990
411,85,Quality Control of Welfare Programs Special Section,John E. Rolph,18,0,1990
411,85,Statistics and Policy in Welfare Quality Control: A Basis for Understanding and Assessing Competing Views,Fredrica D. Kramer,24,0,1990
411,85,Regression Estimates in Federal Welfare Quality Control Programs,Morris H. Hansen & Benjamin J. Tepping,35,2,1990
411,85,Comment,John Neter,14,0,1990
411,85,Comment,S. James Press & Judith M. Tanur,13,0,1990
411,85,Comment,Thomas Cox,12,0,1990
411,85,Comment,Alan H. Dorfman,12,0,1990
411,85,Rejoinder,Morris H. Hansen & Benjamin J. Tepping,12,0,1990
411,85,Inference for Welfare Quality Control Programs,"William B. Fairley, Alan J. Izenman & Partha Bagchi",21,2,1990
411,85,Food Stamp Payment Error Rates: Can State-Specific Performance Standards Be Developed?,Michael J. Puma & David C. Hoaglin,20,1,1990
411,85,Book Reviews,NA,19,0,1990
411,85,Publications Received,NA,12,0,1990
411,85,Editorial Board Page,NA,13,0,1990
410,85,Editors' Report for 1989,"Clifford C. Clogg, Raymond J. Carroll & Donald Guthrie",12,0,1990
410,85,Estimating the Electoral Consequences of Legislative Redistricting,Andrew Gelman & Gary King,28,15,1990
410,85,Estimating Fecundability from Data on Waiting Times to First Conception,James J. Heckman & James R. Walker,23,19,1990
